COD_ELEMENTO;IDE_EVENTO;MANIOBRA;IDE_CODIGO_CLASE;NOM_CODIGO;ANIO;MES;DIA;DUR_H;PROM_H;NUM_APERTURAS
R-103;1195743;551828;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;2;3;0.001;0.001;1
SR-0014;1196406;560804;Interrupciones No Programadas no Excluibles;APERTURA POR LINEA PRIMARIA ROTA;2023;2;14;4.437;4.437;1
SR-0009;1205608;610765;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;5;19;2.094;2.094;1
SARP0203;1209164;618816;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;7;4;2.414;2.414;1
ARRQ0259;1209778;625990;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;14;43.342;43.342;1
QURQ0410;1214385;642424;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;9;3;19.603;19.603;1
206-25;1216115;644465;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;9;22;2.833;0.851;1
R-110;1215946;644490;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;9;22;0.424;0.424;1
FIRQ0366;1219441;649338;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;10;21;5.545;5.545;1
R-152;1192881;547081;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;1;1;1.494;0.575;1
S-180;1194053;549333;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;16;5.823;5.823;1
R-106;1198072;565297;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;3;3;0.002;0.002;1
304-26;1198983;572045;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;15;0.001;0.001;1
R-096;1201069;589942;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;31;0.002;0.002;1
S-534;1201232;590106;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;3;31;5.441;5.441;1
R-128;1203485;607615;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;25;0.004;0.004;1
R-040;1203490;607622;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;25;0.001;0.001;1
CAUQ0273;1203168;608281;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;4;28;0.452;0.452;1
C-0429;1205844;612086;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;5;30;0.05;0.05;1
S-2266;1206608;612378;Interrupciones No Programadas no Excluibles;APERTURA POR ROBO DE INFRAESTRUCTURA;2023;6;1;0.811;0.811;1
R-157;1207758;614168;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;6;18;0.094;0.094;1
CARQ0405;1211182;628647;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;26;0.27;0.27;1
101-25;1212954;633861;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;15;0.003;0.003;1
QUUQ0062;1212389;633923;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;8;16;1.425;1.425;1
101-26;1215589;644012;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;9;18;0.001;0.001;1
304-27;1218999;648662;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;10;16;0.012;0.012;1
C-0664;1218603;649358;Exigencia Traslado y Adecuación de Infraestructura;PROYECTOS DE ADECUACIONES DE INFRAESTRUCTURA ELECTRICA O POR PLANES DE ORDENAMIENTO TERRITORIAL SOLICITADOS POR ENTIDADES GUBERNAMENTEALES;2023;10;21;0.437;0.437;1
MORP0031;1221099;651715;Interrupciones No Programadas no Excluibles;APERTURA POR DEFECTO EN CORTACIRCUITO;2023;11;9;1.333;1.333;1
C-0757;1221122;652415;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;11;16;0.004;0.004;1
GERQ0038;1221095;652453;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;11;17;6.607;6.607;1
CAUQ0247;1193476;548630;Interrupciones No Programadas no Excluibles;APERTURA POR DEFECTO EN TRANSFORMADOR DE DISTRIBUCION;2023;1;10;0.326;0.326;1
CAUQ0235;1200607;588662;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;3;28;1.235;1.235;1
S-1870;1200703;589621;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;29;8.368;8.368;1
QURQ0326;1202699;606245;Interrupciones No Programadas no Excluibles;APERTURA POR DEFECTO EN TRANSFORMADOR DE DISTRIBUCION;2023;4;14;1.317;1.317;1
303-23;1205653;610800;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;5;20;2.953;2.487;1
MORQ0135;1207111;613086;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;6;8;0.37;0.37;1
R-029;1208825;622789;Interrupciones No Programadas no Excluibles;APERTURA POR MANIOBRA INVOLUNTARIA DE PERSONAL TRABAJANDO SOBRE REDES ENERGIZADAS O CERC;2023;7;9;0.05;0.039;1
R-090;1210506;627212;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;7;20;0.001;0.001;1
S-579;1211627;629029;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;29;29.512;29.512;1
SR-0020;1212667;633408;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;10;14.509;14.509;1
CORP0085;1222545;654134;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;11;30;5.943;5.943;1
S-994;1222331;654417;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;12;5;0.7;0.7;1
S-999;1222331;654418;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;12;5;9.872;1.137;1
114-25;1194543;549990;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;1;19;0.001;0.001;1
R-103;1195743;551838;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;2;3;0.058;0.058;1
CORQ0019;1199738;584182;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;3;21;0.235;0.235;1
ARUN2692;1200242;588152;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;3;24;92.747;92.747;1
114-25;1203854;608086;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;4;27;0.003;0.003;1
304-26;1205284;610252;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;5;16;0.002;0.002;1
S-787;1205437;610448;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;5;17;4.785;4.785;1
CORQ0109;1209427;622709;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;8;2.114;2.114;1
ARRQ0508;1209527;625939;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;7;15;0.683;0.683;1
205-24;1213996;641902;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;8;29;0.001;0.001;1
206-23;1196202;560458;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;2;10;0.001;0.001;1
S-787;1196556;560936;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;2;15;0.248;0.248;1
MORN0676;1197742;565117;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;3;1;0.583;0.583;1
QURQ0563;1202370;605685;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;4;10;3.233;3.233;1
111-23;1205381;610407;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;5;17;0.006;0.006;1
S-1888;1208013;614711;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;6;19;39.709;39.709;1
303-26;1209433;622693;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;7;8;0.001;0.001;1
S-422;1213634;642373;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;9;4;4.733;4.733;1
S-2243;1217954;649109;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;10;19;2.783;2.783;1
R-167;1198212;571851;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;3;13;0.071;0.071;1
QUUN0122;1202486;605829;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;4;11;0.683;0.683;1
R-119;1207706;614070;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;6;18;0.006;0.006;1
ARUP1417;1212117;629359;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;8;1;53.493;53.493;1
S-631;1213514;637724;Interrupciones No Programadas no Excluibles;APERTURA POR LINEA PRIMARIA DESTEMPLADA;2023;8;22;1.754;1.754;1
S-607;1213539;641341;Interrupciones No Programadas no Excluibles;APERTURA POR TRANSFORMADOR QUEMADO;2023;8;23;1.499;1.499;1
R-057;1215705;644131;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;9;19;0.001;0.001;1
GERQ0142;1215851;644425;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;9;21;1.975;1.975;1
TERP0210;1216577;645326;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;9;25;19.683;19.683;1
CARP0348;1195285;551788;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;2;3;1.019;1.019;1
S-1242;1195397;552012;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;2;6;9.969;5.632;1
MORP0274;1198367;568239;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;3;8;0.394;0.394;1
R-065;1199070;572076;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;3;15;1.442;1.442;1
304-26;1201587;594421;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;4;5;0.001;0.001;1
R-094;1202796;606598;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;15;0;0;1
S-723;1206357;611731;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;5;28;6.329;6.329;1
208-27;1211731;629157;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;31;7.076;7.076;1
R-120;1218558;648029;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;10;13;0.001;0.001;1
GERQ0067;1222348;653780;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;11;28;2.478;2.478;1
S-1575;1223577;666223;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;12;19;8.841;8.841;1
R-082;1192949;547969;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;4;0.04;0.04;1
ARUN2370;1194058;549255;Interrupciones Programadas no Excluibles;APERTURA POR MANTENIMIENTO EN REDES PRIMARIAS;2023;1;16;0.704;0.704;1
111-25;1195453;551383;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;1;30;0.001;0.001;1
S-429;1195971;555926;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;2;7;1.497;1.497;1
303-26;1202724;606185;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;4;14;0.017;0.017;1
R-016;1207253;613274;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;6;9;0.019;0.019;1
S-1149;1208800;616087;Interrupciones No Programadas no Excluibles;APERTURA POR ANIMALES SOBRE LINEAS;2023;6;30;0.505;0.505;1
R-055;1209388;622556;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;7;7;0.019;0.019;1
303-25;1210441;627082;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;19;0.001;0.001;1
QURQ0305;1210040;627761;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;7;20;26.688;26.688;1
206-24;1210647;627644;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;21;0.01;0.01;1
205-25;1211561;628940;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;7;28;0.001;0.001;1
CARQ0127;1215210;644274;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;9;21;0.15;0.15;1
206-24;1217471;646551;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;5;0.001;0.001;1
S-352;1218649;649437;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;10;23;1.689;1.689;1
R-040;1221425;653210;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;11;23;0.013;0.013;1
BAUN0046;1196745;561249;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;2;18;1.502;1.502;1
R-080;1196952;561538;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;2;20;0.032;0.032;1
S-844;1204999;609820;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;5;11;6.938;6.938;1
S-817;1204939;610698;Interrupciones No Programadas no Excluibles;APERTURA POR DEFECTO EN CORTACIRCUITO;2023;5;19;1.001;1.001;1
114-24;1207606;613830;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;6;16;0.001;0.001;1
CORQ0083;1208419;615150;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;6;24;2.019;2.019;1
CIRQ0104;1209000;616626;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;4;1.217;1.217;1
TEUQ0118;1211987;629582;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;8;3;0.518;0.518;1
FIRQ0078;1220154;650159;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;10;28;3.695;3.695;1
QURP0255;1196688;561188;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;2;17;2.929;2.929;1
R-097;1199993;587730;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;23;0.004;0.004;1
304-22;1201587;594413;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;4;5;0.001;0.001;1
110-31;1202727;606210;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;14;0.014;0.014;1
R-127;1208373;615061;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;6;23;0.002;0.002;1
S-1625;1209696;625764;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;13;1.995;1.995;1
CIRP0461;1209760;625873;Interrupciones No Programadas no Excluibles;APERTURA POR DEFECTO EN PARARRAYOS;2023;7;14;0.458;0.458;1
S-1357;1210487;627268;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;7;19;13.814;13.814;1
R-141;1215345;643659;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;9;14;0.001;0.001;1
R-034;1217966;647237;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;10;0.006;0.006;1
C-0112;1221043;652303;Exigencia Traslado y Adecuación de Infraestructura;PROYECTOS DE ADECUACIONES DE INFRAESTRUCTURA ELECTRICA O POR PLANES DE ORDENAMIENTO TERRITORIAL SOLICITADOS POR ENTIDADES GUBERNAMENTEALES;2023;11;15;0.882;0.882;1
S-1712;1199087;572216;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;3;16;2.633;2.633;1
S-2060;1202798;606670;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;15;25.542;25.542;1
FIRP0020;1204281;608763;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;5;3;0.566;0.566;1
304-22;1204952;609505;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;5;10;0.016;0.016;1
111-32;1205381;610411;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;5;17;0.006;0.006;1
C-0294;1211995;633208;Interrupciones Programadas no Excluibles;APERTURA POR MANTENIMIENTO DE TRANSFORMADORES DE POTENCIA Y EQUIPOS ASOCIADOS.;2023;8;9;0.027;0.027;1
R-120;1214527;642629;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;9;6;0.004;0.004;1
ARRP0068;1215876;644388;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;9;21;2.444;2.444;1
S-234;1221550;653242;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;11;23;1.692;1.692;1
SARP0128;1222213;653570;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;11;25;29.513;29.513;1
114-25;1223353;665817;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;12;15;0.023;0.023;1
114-23;1195453;551375;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;1;30;0.001;0.001;1
R-051;1199777;584193;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;3;21;0.001;0.001;1
S-072;1206805;613322;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;6;10;1.58;1.335;1
CORP0058;1210479;627424;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;7;19;43.859;43.859;1
QURQ0046;1212528;634088;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;8;17;1.05;1.05;1
CIRQ0243;1214635;642815;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;9;7;1.199;1.199;1
CIRN0525;1215265;643598;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;9;13;4.454;4.454;1
206-24;1221576;652300;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;11;15;15.267;1.55;1
R-059;1193981;549169;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;15;0.001;0.001;1
GERQ0013;1199721;584211;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;20;30.556;30.556;1
QURP0382;1204067;608440;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;28;24.693;24.693;1
R-059;1207681;614032;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;6;18;0.004;0.004;1
S-1625;1209756;625834;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;14;0.576;0.576;1
R-112;1210604;627394;Interrupciones No Programadas no Excluibles;APERTURA POR LINEA PRIMARIA ROTA;2023;7;20;0.038;0.038;1
MORP0002;1213027;641432;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;8;24;0.66;0.66;1
S-1738;1192441;547051;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;1;1.183;1.183;1
QURP0256;1194639;549940;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;1;18;18.946;18.946;1
S-1181;1197529;564740;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;2;28;0.271;0.271;1
CARQ0114;1198713;568601;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;10;44.453;44.453;1
CIRP0071;1203631;608949;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;5;5;1.394;1.394;1
QURP0035;1205445;611596;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;5;26;0.98;0.98;1
R-055;1208655;615530;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;6;27;0.001;0.001;1
C-0679;1211430;629906;Exigencia Traslado y Adecuación de Infraestructura;PROYECTOS DE ADECUACIONES DE INFRAESTRUCTURA ELECTRICA O POR PLANES DE ORDENAMIENTO TERRITORIAL SOLICITADOS POR ENTIDADES GUBERNAMENTEALES;2023;8;6;8.49;8.49;1
S-872;1213756;642487;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;9;5;5.73;5.027;1
S-498;1216379;645062;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;9;23;17.151;17.151;1
S-724;1219339;649190;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;19;17.931;17.931;1
CORN0189;1194175;549578;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;15;49.359;49.359;1
208-25;1194850;550451;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;1;21;0.003;0.003;1
ARRP0091;1201018;591788;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;3;31;48.824;48.824;1
S-1118;1201603;597680;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;4;5;1.967;1.967;1
S-1350;1201971;601399;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;6;26.632;26.632;1
S-1763;1202134;601689;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;4;9;3.763;3.763;1
S-2127;1214123;641998;Interrupciones No Programadas no Excluibles;APERTURA POR DEFECTO EN CORTACIRCUITO;2023;8;31;1.062;1.062;1
208-27;1214265;642179;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;9;1;0.604;0.136;1
ARUQ1872;1215459;643816;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;9;15;2.051;2.051;1
101-25;1215987;644546;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;9;22;0.136;0.136;1
PIRQ0031;1219862;649904;Interrupciones No Programadas no Excluibles;APERTURA POR ROBO DE INFRAESTRUCTURA;2023;10;23;48.218;48.218;1
R-124;1198361;568082;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;3;7;0.002;0.002;1
R-157;1205037;609889;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;5;12;0.368;0.368;1
S-356;1209282;622364;Interrupciones No Programadas no Excluibles;APERTURA POR LINEA PRIMARIA ROTA;2023;7;5;0.015;0.015;1
303-23;1218928;648493;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;10;15;0.011;0.011;1
C-0049;1219530;649803;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;10;25;7.025;7.025;1
R-050;1220544;651843;Interrupciones Programadas no Excluibles;APERTURA POR MANTENIMIENTO EN REDES PRIMARIAS;2023;11;10;0.292;0.292;1
ARRP0528;1222797;654490;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;12;5;2.225;2.225;1
101-24;1194235;549554;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;17;0;0;1
CIRP0209;1199184;583817;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;17;21.329;21.329;1
CARP0367;1200222;588278;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;3;24;43.469;43.469;1
R-043;1200687;588740;Interrupciones por Seguridad Ciudadana;APERTURA POR SEGURIDAD CIUDADANA;2023;3;29;12.814;4.96;1
